#	<x>	stDevX	<E>	stDevE
0	0.140913	-nan	-0.298915	-nan
1762	0.00444308	0.648099	0.504186	20.9138
1763	0.00457106	0.648024	0.504356	20.9198
1764	0.00413425	0.647939	0.50458	20.9259
1765	0.00412038	0.647854	0.504713	20.932
1766	0.00439774	0.647775	0.504886	20.9381
1767	0.0043298	0.647695	0.504785	20.9442
1768	0.00444783	0.647618	0.504488	20.9502
1769	0.004516	0.647542	0.504099	20.9563
1770	0.00496817	0.647478	0.504091	20.9624
1771	0.00436802	0.647399	0.50405	20.9684
1772	0.00469369	0.647328	0.504268	20.9745
1773	0.0042973	0.647247	0.504328	20.9806
1774	0.00417611	0.647164	0.504344	20.9866
1775	0.00428767	0.647084	0.503702	20.9927
1776	0.00483977	0.647017	0.503951	20.9987
1777	0.00462312	0.646944	0.503791	21.0047
1778	0.00474124	0.646875	0.503964	21.0108
1779	0.00464192	0.646803	0.504062	21.0168
1780	0.00428231	0.646723	0.504328	21.0229
1781	0.00427355	0.646643	0.504467	21.0289
1782	0.00455073	0.64657	0.504753	21.035
1783	0.00394225	0.646482	0.504826	21.041
1784	0.00389368	0.646393	0.504762	21.0471
1785	0.00360477	0.646297	0.504846	21.0532
1786	0.0039029	0.646209	0.504902	21.0592
1787	0.00402737	0.646123	0.504947	21.0653
1788	0.00443428	0.646048	0.504853	21.0713
1789	0.00464961	0.645977	0.504848	21.0773
1790	0.00472306	0.645908	0.504835	21.0834
1791	0.00462804	0.645838	0.504161	21.0894
1792	0.00428119	0.645759	0.504189	21.0954
1793	0.00414451	0.645677	0.504278	21.1015
1794	0.00450634	0.645603	0.504234	21.1075
1795	0.00505211	0.645543	0.504744	21.1135
1796	0.00488483	0.645478	0.504854	21.1196
1797	0.0049202	0.645415	0.504764	21.1256
1798	0.00470263	0.645346	0.504613	21.1316
1799	0.00489462	0.645283	0.504786	21.1376
1800	0.00480556	0.645217	0.504916	21.1437
1801	0.00468422	0.645148	0.504771	21.1497
1802	0.00469831	0.64508	0.504846	21.1557
1803	0.00500583	0.645019	0.505064	21.1617
1804	0.00518869	0.644962	0.505092	21.1678
1805	0.00511714	0.644904	0.504935	21.1738
1806	0.00529727	0.644851	0.504777	21.1798
1807	0.00534157	0.644798	0.504736	21.1858
1808	0.00522064	0.644742	0.504755	21.1918
1809	0.00535005	0.64469	0.504775	21.1978
1810	0.00564022	0.644645	0.504989	21.2039
1811	0.00570161	0.644601	0.505123	21.2099
1812	0.00532177	0.644548	0.505154	21.2159
1813	0.00545184	0.644498	0.504734	21.2219
1814	0.00545233	0.644449	0.504663	21.2279
1815	0.00523138	0.644394	0.504551	21.2339
1816	0.00544994	0.644345	0.50456	21.2399
1817	0.00534674	0.644293	0.504526	21.2459
1818	0.00521385	0.644238	0.504617	21.2518
1819	0.00563782	0.644193	0.504933	21.2578
1820	0.00596316	0.644156	0.505217	21.2638
1821	0.00608891	0.644122	0.504923	21.2698
1822	0.00645022	0.644097	0.504812	21.2758
1823	0.00663191	0.644075	0.504629	21.2818
1824	0.00724259	0.644069	0.504782	21.2878
1825	0.00735267	0.644064	0.504913	21.2938
1826	0.00754052	0.644064	0.504981	21.2998
1827	0.00762841	0.644067	0.505008	21.3058
1828	0.00824296	0.644083	0.505493	21.3117
1829	0.00882827	0.644114	0.506004	21.3178
1830	0.00862654	0.64414	0.505923	21.3238
1831	0.00863359	0.644165	0.50577	21.3297
1832	0.00891541	0.644198	0.505814	21.3357
1833	0.00869165	0.644225	0.505762	21.3417
1834	0.0083928	0.644246	0.505651	21.3477
1835	0.00864865	0.644272	0.505745	21.3537
1836	0.00866802	0.644299	0.505847	21.3597
1837	0.00879457	0.644329	0.505751	21.3657
1838	0.00896515	0.644363	0.505387	21.3717
1839	0.00885569	0.644394	0.505222	21.3776
1840	0.00917339	0.644433	0.505218	21.3836
1841	0.00908044	0.64447	0.505076	21.3896
1842	0.00954153	0.644517	0.505064	21.3955
1843	0.00997195	0.644575	0.505357	21.4015
1844	0.00995631	0.644632	0.504527	21.4074
1845	0.0097665	0.644684	0.504385	21.4134
1846	0.00970132	0.644736	0.504446	21.4193
1847	0.00972489	0.644787	0.504298	21.4253
1848	0.00951187	0.644834	0.504409	21.4312
1849	0.00966869	0.644885	0.504454	21.4371
1850	0.00994909	0.644942	0.504576	21.4431
1851	0.0100085	0.645	0.504784	21.449
1852	0.0097599	0.645053	0.504685	21.4549
1853	0.00979444	0.645107	0.504725	21.4609
1854	0.00994736	0.645164	0.504591	21.4668
1855	0.0100302	0.645223	0.504683	21.4727
1856	0.00979077	0.645276	0.504783	21.4787
1857	0.00999148	0.645334	0.504703	21.4846
1858	0.0100503	0.645394	0.504734	21.4905
1859	0.00998036	0.645452	0.504684	21.4964
1860	0.00984253	0.645506	0.504324	21.5024
1861	0.00993968	0.645564	0.504209	21.5083
1862	0.00949198	0.64561	0.504516	21.5142
1863	0.010154	0.645672	0.504911	21.5201
1864	0.00983924	0.645727	0.505101	21.526
1865	0.00987256	0.645782	0.505212	21.532
1866	0.00952198	0.64583	0.505214	21.5379
1867	0.00931696	0.645873	0.505232	21.5438
1868	0.00886932	0.645905	0.505522	21.5497
1869	0.00860783	0.645931	0.505404	21.5557
1870	0.00887584	0.645964	0.50514	21.5616
1871	0.00862976	0.645991	0.505154	21.5675
1872	0.0087374	0.64602	0.505157	21.5734
1873	0.00892834	0.646054	0.505428	21.5793
1874	0.00871244	0.646083	0.505245	21.5852
1875	0.00893445	0.646117	0.505374	21.5912
1876	0.00937328	0.646162	0.505538	21.5971
1877	0.00956479	0.64621	0.505772	21.603
1878	0.00964666	0.646261	0.505812	21.6089
1879	0.00988172	0.646317	0.505811	21.6148
1880	0.00988833	0.646373	0.505734	21.6207
1881	0.00991182	0.64643	0.50571	21.6267
1882	0.0099882	0.646488	0.505886	21.6326
1883	0.00993743	0.646546	0.505976	21.6385
1884	0.00979901	0.6466	0.506105	21.6444
1885	0.00938443	0.646645	0.506044	21.6503
1886	0.00904139	0.646681	0.506081	21.6562
1887	0.00899636	0.646717	0.506212	21.6621
1888	0.00894986	0.646752	0.506245	21.6681
1889	0.0091286	0.646791	0.506371	21.674
1890	0.00915694	0.64683	0.506413	21.6799
1891	0.00885441	0.646863	0.506242	21.6858
1892	0.00860809	0.64689	0.506254	21.6917
1893	0.00873063	0.64692	0.506151	21.6976
1894	0.00892376	0.646954	0.50627	21.7035
1895	0.00907786	0.646992	0.506324	21.7094
1896	0.00896304	0.647027	0.506098	21.7153
1897	0.00874972	0.647058	0.506283	21.7212
1898	0.00864886	0.647086	0.506283	21.7271
1899	0.00907241	0.647124	0.506402	21.733
1900	0.00905954	0.647161	0.506481	21.7389
1901	0.00893686	0.647196	0.506372	21.7448
1902	0.00873448	0.647226	0.506545	21.7507
1903	0.00850481	0.647251	0.506459	21.7566
1904	0.00850077	0.647276	0.506235	21.7625
1905	0.00883102	0.647309	0.506375	21.7684
1906	0.00861695	0.647336	0.506296	21.7742
1907	0.00833497	0.647358	0.506432	21.7801
1908	0.00813793	0.647374	0.506464	21.786
1909	0.00816372	0.647392	0.506345	21.7919
1910	0.00781134	0.647401	0.506534	21.7978
1911	0.00773767	0.647409	0.506446	21.8037
1912	0.00754437	0.647412	0.506574	21.8096
1913	0.00761283	0.647417	0.506527	21.8154
1914	0.00799463	0.64743	0.506841	21.8213
1915	0.00787953	0.647442	0.506887	21.8272
1916	0.00724986	0.647438	0.50693	21.8331
1917	0.00733421	0.647437	0.507022	21.839
1918	0.0070925	0.64743	0.507164	21.8449
1919	0.00707991	0.647423	0.506865	21.8507
1920	0.00677926	0.647409	0.506684	21.8566
1921	0.00631669	0.647385	0.506881	21.8625
1922	0.0066674	0.647369	0.507083	21.8684
1923	0.00669919	0.647353	0.506922	21.8742
1924	0.00670871	0.647338	0.507123	21.8801
1925	0.00676333	0.647324	0.507133	21.886
1926	0.00698773	0.647315	0.507151	21.8919
1927	0.00700173	0.647307	0.507188	21.8977
1928	0.00673329	0.647293	0.50728	21.9036
1929	0.00686968	0.647281	0.507303	21.9095
1930	0.00664665	0.647265	0.50711	21.9153
1931	0.00642354	0.647244	0.507049	21.9212
1932	0.00625473	0.647219	0.507047	21.9271
1933	0.00578678	0.647183	0.507444	21.9329
1934	0.00596437	0.647151	0.507486	21.9388
1935	0.00563517	0.647112	0.507234	21.9447
1936	0.00619479	0.647086	0.507213	21.9505
1937	0.00604274	0.647056	0.506956	21.9564
1938	0.00592927	0.647024	0.507158	21.9622
1939	0.00547493	0.646982	0.507032	21.9681
1940	0.00512959	0.646932	0.507261	21.9739
1941	0.00500183	0.646878	0.507284	21.9798
1942	0.00507233	0.646827	0.507226	21.9856
1943	0.00497706	0.646774	0.507171	21.9915
1944	0.00476267	0.646715	0.507298	21.9973
1945	0.00458119	0.646653	0.507254	22.0032
1946	0.00487777	0.646598	0.5075	22.009
1947	0.00485998	0.646542	0.50763	22.0149
1948	0.00477468	0.646484	0.507795	22.0207
1949	0.0048067	0.646427	0.507623	22.0266
1950	0.00460412	0.646366	0.507778	22.0324
1951	0.0044696	0.646302	0.507862	22.0383
1952	0.00461309	0.646241	0.507888	22.0441
1953	0.00503105	0.646189	0.507949	22.05
1954	0.00495307	0.646136	0.507905	22.0558
1955	0.00494719	0.646083	0.507948	22.0617
1956	0.00477985	0.646026	0.507866	22.0675
1957	0.00477988	0.645969	0.507568	22.0734
1958	0.00458608	0.645907	0.507618	22.0792
1959	0.0039111	0.645831	0.508008	22.085
1960	0.00406457	0.645758	0.507976	22.0909
1961	0.00363609	0.645676	0.508265	22.0967
1962	0.00296894	0.645578	0.508803	22.1026
1963	0.00294364	0.64548	0.508722	22.1084
1964	0.0034522	0.645394	0.508974	22.1143
1965	0.0035392	0.64531	0.508939	22.1201
1966	0.00351115	0.645225	0.508586	22.126
1967	0.00392331	0.64515	0.508703	22.1318
1968	0.00395498	0.645075	0.508755	22.1377
1969	0.00448533	0.645012	0.508539	22.1435
1970	0.00455074	0.644951	0.508416	22.1493
1971	0.00498436	0.6449	0.50856	22.1552
1972	0.00475198	0.644844	0.508315	22.161
1973	0.00436116	0.644778	0.508271	22.1668
1974	0.00453485	0.644717	0.508285	22.1727
1975	0.00486382	0.644664	0.508477	22.1785
1976	0.00493529	0.644612	0.508479	22.1843
1977	0.00477566	0.644556	0.508476	22.1901
1978	0.00450383	0.644494	0.508418	22.196
